,time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,compass_1,compass_2,compass_3
3762,21.46,32.71,-0.4537,-0.5123,0.6225,0.3796,145.07,178.53,257.84,312.88
3763,21.91,33.91,-0.3192,-0.4832,0.6223,0.5267,129.98,124.83,218.85,316.61
3764,22.51,32.71,-0.1869,-0.4141,0.5804,0.6758,101.91,91.52,201.23,315.19
3765,19.5,32.71,-0.1023,-0.3603,0.495,0.784,83.56,70.39,195.26,311.1
3766,21.61,32.86,-0.0368,-0.2488,0.4402,0.862,54.94,56.58,190.1,313.83
3767,19.95,32.26,0.0708,-0.0568,0.3586,0.929,6.28,42.49,189.94,310.82
3768,21.16,33.16,0.1691,0.0354,0.2783,0.9448,341.47,31.38,197.68,315.62
3769,18.45,31.96,0.2495,0.0033,0.2134,0.9446,347.06,23.84,208.22,312.98
3770,19.05,34.96,0.3182,0.0395,0.1319,0.938,341.82,13.01,216.44,312.62
3771,18.15,32.71,0.3941,0.1311,-0.0146,0.9096,333.75,352.33,227.73,310.04
3772,18.45,33.01,0.4734,0.1186,-0.1113,0.8657,348.53,342.15,238.24,312.98
3773,17.55,33.16,0.5463,0.0703,-0.172,0.8167,8.38,338.98,246.78,310.29
3774,17.85,33.61,0.5835,0.1007,-0.3255,0.7371,26.76,322.11,252.12,312.25
3775,18.75,33.31,0.5953,0.1146,-0.4743,0.6384,49.46,305.21,253.03,315.23
3776,16.95,35.11,0.6324,0.0614,-0.5489,0.5432,77.74,300.06,255.67,312.34
3777,16.05,35.71,0.6613,-0.0119,-0.5853,0.469,103.48,300.54,258.35,313.44
3778,16.65,33.31,0.6542,-0.0727,-0.6366,0.4018,126.09,293.24,252.88,313.99
3779,18.15,34.81,0.6563,-0.1248,-0.6631,0.3377,145.34,287.49,248.85,317.21
3780,16.5,35.71,0.6724,-0.17,-0.6589,0.2912,160.21,295.45,257.23,317.44
3781,17.1,36.01,0.6614,-0.2013,-0.6684,0.2742,168.13,284.19,244.84,317.63
3782,17.1,35.26,0.6501,-0.2309,-0.6742,0.2636,173.43,254.1,213.15,315.76
3783,17.85,33.91,0.688,-0.2544,-0.6295,0.2562,170.51,19.46,337.1,321.11
3784,16.8,36.01,0.705,-0.2596,-0.6002,0.2744,162.84,14.2,329.69,319.4
3785,18.3,34.66,0.6985,-0.2539,-0.5989,0.2983,162.3,359.04,312.92,319.55
3786,17.55,35.26,0.735,-0.2562,-0.5515,0.3,149.34,9.93,323.17,319.2
3787,17.85,36.76,0.7973,-0.2642,-0.4594,0.289,124.56,19.56,332.04,321.11
3788,18.6,34.96,0.8296,-0.2619,-0.3943,0.296,108.05,20.03,331.01,318.95
3789,18.15,34.81,0.8365,-0.2526,-0.3691,0.3165,102.05,17.48,326.95,319.05
3790,18.6,36.01,0.8502,-0.2405,-0.3362,0.3261,93.51,16.07,325.02,320.01
3791,17.85,35.26,0.8755,-0.2383,-0.277,0.3163,78.96,18.28,326.88,321.69
3792,19.95,35.86,0.8902,-0.2325,-0.2295,0.3175,67.59,18.82,326.51,319.9
3793,19.8,35.71,0.8891,-0.2187,-0.2204,0.3363,65.23,16.6,323.45,323.13
3794,18.6,34.96,0.8893,-0.2089,-0.201,0.3536,60.7,15.41,320.83,317.66
3795,19.5,35.86,0.8925,-0.1967,-0.1714,0.3679,53.58,14.59,318.7,318.5
3796,19.95,35.56,0.8901,-0.1727,-0.1825,0.3803,54.28,10.92,316.37,321.71
3797,20.71,36.16,0.8977,-0.1644,-0.1716,0.3711,50.94,10.71,317.5,324.07
3798,20.41,35.71,0.9107,-0.1598,-0.133,0.357,41.75,12.11,319.42,322.59
3799,20.26,35.86,0.9091,-0.1354,-0.1421,0.3674,41.94,8.73,317.61,322.13
3800,19.5,35.56,0.8948,-0.1166,-0.2071,0.378,54.6,3.36,315.01,322.43
3801,20.41,36.01,0.8927,-0.1257,-0.2374,0.3618,61.98,3.52,316.85,322.07
3802,18.45,35.11,0.9035,-0.1611,-0.2312,0.323,62.9,9.56,323.36,316.93
3803,19.8,34.96,0.9006,-0.199,-0.2485,0.2961,68.86,14.85,328.23,321.77
3804,18.45,35.86,0.8823,-0.2358,-0.2954,0.2805,81.62,19.31,331.97,319.51
3805,18.45,37.96,0.8709,-0.2698,-0.3143,0.2645,87.28,24.81,336.28,323.2
3806,18.6,35.26,0.8634,-0.2858,-0.3238,0.2609,90.19,27.37,337.92,325.26
3807,18.6,36.46,0.8523,-0.2833,-0.3521,0.2632,97.07,26.71,337.89,323.73
3808,18.3,35.71,0.8577,-0.2833,-0.3514,0.2462,95.85,27.83,340.53,322.39
3809,19.35,36.46,0.8791,-0.2873,-0.3105,0.2198,84.47,29.86,343.69,324.8
3810,19.05,35.71,0.8782,-0.2893,-0.3076,0.2246,84.16,29.9,343.04,322.06
3811,17.55,37.06,0.8628,-0.2922,-0.334,0.2421,91.75,29.47,341.35,322.13
3812,18.75,38.71,0.8657,-0.301,-0.3176,0.2431,88.26,30.73,341.33,327.38
3813,19.05,36.01,0.872,-0.3,-0.2918,0.2538,82.79,30.0,339.1,324.38
3814,18.15,36.61,0.8605,-0.2906,-0.3143,0.2761,89.08,27.28,335.78,323.36
3815,17.85,37.06,0.8654,-0.2939,-0.3076,0.2647,86.94,28.47,337.54,320.24
3816,18.3,34.96,0.8786,-0.2975,-0.2813,0.2458,79.66,30.04,339.84,326.42
3817,17.7,36.61,0.8671,-0.2789,-0.3172,0.2639,88.44,26.19,336.94,322.67
3818,19.2,36.61,0.8612,-0.2079,-0.3269,0.329,88.84,11.54,322.91,324.89
3819,14.85,35.11,0.8903,-0.2696,-0.2421,0.2757,70.87,25.17,333.74,319.35
3820,17.4,38.71,0.92,-0.1633,-0.1496,0.3232,44.78,12.73,323.82,322.82
3821,18.15,37.96,0.911,-0.1186,-0.1807,0.3511,48.73,5.62,319.06,322.75
3822,17.4,35.56,0.9204,-0.1635,-0.1351,0.3284,41.73,13.12,323.15,320.68
3823,18.15,39.01,0.9232,-0.2305,-0.0147,0.307,19.42,25.0,325.37,323.36
3824,18.45,37.21,0.9068,-0.2548,0.0365,0.334,11.94,29.28,321.12,323.2
3825,18.3,39.61,0.8817,-0.2725,0.0316,0.384,17.67,30.72,315.37,322.39
3826,19.35,39.61,0.8533,-0.3237,0.055,0.405,19.39,37.27,312.5,326.31
3827,19.2,38.26,0.8201,-0.3888,0.1023,0.4072,17.13,46.82,310.9,326.41
3828,20.71,39.46,0.7841,-0.4132,0.1196,0.4474,21.01,50.16,305.5,330.52
3829,18.45,40.51,0.74,-0.4386,0.0933,0.5012,35.1,51.17,300.23,326.96
3830,20.11,39.61,0.6832,-0.5227,0.1171,0.4963,42.05,62.83,300.94,331.09
3831,19.2,40.81,0.629,-0.5872,0.1432,0.4889,46.42,72.95,301.55,332.72
3832,19.8,39.91,0.5955,-0.5827,0.0981,0.5443,62.32,69.35,296.98,334.13
3833,18.6,40.96,0.5555,-0.5868,0.0249,0.5885,83.07,65.53,294.13,340.05
3834,19.35,41.41,0.486,-0.6253,-0.0341,0.6096,105.42,69.15,294.82,337.29
3835,20.11,40.96,0.3853,-0.6375,-0.0969,0.6601,132.78,65.14,285.92,341.44
3836,19.5,41.11,0.2884,-0.6134,-0.1622,0.7171,153.47,31.86,249.28,341.7
3837,17.55,40.96,0.2156,-0.6473,-0.2413,0.6902,171.9,310.26,167.98,343.35
3838,17.85,41.41,0.1219,-0.7067,-0.3475,0.6041,139.62,225.85,85.26,344.95
3839,17.4,41.11,-0.0446,-0.6885,-0.4345,0.579,98.66,240.03,94.23,345.04
3840,16.2,41.86,-0.2005,-0.6187,-0.4846,0.585,63.94,253.91,100.46,355.24
3841,16.5,40.96,-0.2733,-0.5967,-0.546,0.5207,37.68,250.99,98.42,354.81
3842,16.05,40.21,-0.3368,-0.5857,-0.6158,0.4054,6.89,243.56,95.0,358.39
3843,15.9,41.11,-0.4732,-0.5193,-0.6032,0.3776,339.41,254.25,90.75,1.62
3844,16.95,41.11,-0.5843,-0.4398,-0.5763,0.3647,318.69,266.87,85.72,10.04
3845,16.8,40.21,-0.6386,-0.3324,-0.648,0.2486,277.04,265.34,87.21,7.13
3846,17.7,39.46,-0.7296,-0.1991,-0.6412,0.1299,235.77,282.14,72.08,15.62
3847,15.0,40.21,-0.8151,-0.0928,-0.5715,0.02,223.77,332.15,21.84,21.31
3848,15.3,38.86,-0.8444,0.0308,-0.5265,-0.0942,235.91,18.82,335.88,23.33
3849,15.75,37.51,-0.8808,0.1412,-0.3936,-0.2222,281.8,33.08,319.65,28.07
3850,13.65,36.91,-0.8923,0.2171,-0.1919,-0.3462,337.84,32.01,314.4,36.36
3851,12.45,36.76,-0.8517,0.2708,-0.0142,-0.4484,25.26,29.06,307.75,42.48
3852,12.15,33.31,-0.7858,0.2979,0.1151,-0.5297,59.53,23.51,298.37,47.05
3853,11.85,34.06,-0.7231,0.3295,0.1885,-0.577,81.53,19.99,290.31,49.96
3854,10.5,34.21,-0.6773,0.3777,0.2165,-0.5931,95.68,22.31,287.58,51.5
3855,12.0,33.91,-0.6217,0.338,0.2933,-0.6428,106.12,4.13,270.14,49.3
3856,12.15,33.01,-0.5701,0.3012,0.3707,-0.6685,111.24,344.37,252.64,52.09
3857,11.55,32.26,-0.5548,0.3493,0.4123,-0.6326,128.16,342.13,251.25,50.68
3858,10.95,32.56,-0.5156,0.3754,0.4557,-0.6209,138.81,329.45,237.99,52.46
3859,9.6,33.01,-0.4488,0.3141,0.5013,-0.6698,121.09,307.62,215.61,59.58
3860,10.5,31.81,-0.4672,0.3958,0.4934,-0.6177,143.64,309.79,216.72,56.31
3861,10.05,34.81,-0.4834,0.5316,0.4795,-0.5038,175.44,129.3,35.15,59.56
3862,11.85,33.31,-0.4404,0.5169,0.5107,-0.5273,168.49,236.14,140.8,54.56
3863,10.35,30.91,-0.4566,0.5159,0.4997,-0.525,172.85,239.36,144.5,58.82
3864,10.5,31.06,-0.4926,0.5733,0.4712,-0.4545,160.41,126.63,32.95,60.75
3865,11.1,31.96,-0.4756,0.5609,0.4899,-0.4682,164.8,145.58,51.93,58.97
3866,11.7,30.31,-0.4245,0.5154,0.5191,-0.5335,164.38,238.86,142.82,57.41
3867,12.15,31.21,-0.427,0.5353,0.4998,-0.5305,168.17,225.19,127.21,55.07
3868,11.85,33.31,-0.4545,0.5809,0.4564,-0.4978,166.52,141.13,41.48,56.86
3869,12.6,31.96,-0.4339,0.564,0.4524,-0.5375,174.76,176.13,73.77,55.67
3870,12.0,32.11,-0.4156,0.5152,0.4501,-0.5993,165.25,299.84,195.52,55.64
3871,10.5,30.76,-0.4541,0.543,0.4045,-0.5792,170.05,16.45,271.29,60.75
3872,12.15,32.26,-0.4778,0.5515,0.3764,-0.5708,163.26,41.97,296.53,56.63
3873,12.45,31.36,-0.4602,0.5078,0.3861,-0.6175,158.52,357.1,250.99,54.65
3874,11.55,31.21,-0.4539,0.4822,0.3763,-0.6479,150.26,348.78,241.38,55.96
3875,10.95,33.91,-0.4751,0.4839,0.3482,-0.6472,146.37,1.81,253.92,59.11
3876,11.1,31.96,-0.494,0.5438,0.3413,-0.5863,154.25,37.97,290.91,57.91
3877,12.15,33.76,-0.4541,0.5308,0.3927,-0.5982,165.22,5.43,259.18,55.07
3878,13.65,32.26,-0.4328,0.4899,0.406,-0.6386,155.48,333.6,226.85,53.05
3879,12.75,31.36,-0.474,0.5341,0.3598,-0.6005,158.57,23.52,276.14,54.69
3880,12.0,30.76,-0.5088,0.5923,0.3312,-0.5298,149.4,72.56,326.19,57.38
3881,14.1,33.01,-0.5003,0.5251,0.3684,-0.5816,156.71,28.67,284.93,53.28
3882,12.15,33.01,-0.4958,0.4737,0.3841,-0.6182,150.31,358.84,256.57,56.2
3883,11.55,32.71,-0.5134,0.4752,0.3791,-0.6057,149.57,6.26,265.35,56.87
3884,12.75,31.06,-0.5153,0.4578,0.3854,-0.6135,147.02,359.78,259.89,54.69
3885,11.55,31.66,-0.5029,0.4331,0.3849,-0.6414,141.01,349.99,249.12,56.87
3886,12.6,32.71,-0.4938,0.4451,0.3848,-0.6403,143.6,350.2,248.18,54.09
3887,12.45,31.36,-0.4985,0.4353,0.3842,-0.6437,141.3,349.45,248.02,52.2
3888,12.0,30.76,-0.5093,0.3985,0.3711,-0.6664,130.77,347.72,246.88,56.31
3889,12.9,32.71,-0.5269,0.381,0.3483,-0.6752,123.65,351.62,250.91,56.1
3890,12.75,31.06,-0.5343,0.3676,0.3438,-0.6791,120.14,351.45,251.44,55.13
3891,11.1,33.01,-0.5311,0.3629,0.3446,-0.6838,119.14,350.25,250.09,57.91
3892,12.0,32.56,-0.5333,0.3569,0.3449,-0.685,117.92,349.73,249.98,55.64
3893,11.55,33.01,-0.5345,0.3395,0.356,-0.6872,115.82,346.23,248.1,55.96
3894,10.35,31.21,-0.5449,0.3585,0.3629,-0.6655,121.53,349.11,252.23,57.67
3895,12.15,31.96,-0.5314,0.4143,0.3891,-0.6281,138.14,352.2,255.1,57.26
3896,10.35,32.26,-0.4857,0.3451,0.4359,-0.6745,125.51,326.48,230.71,61.29
3897,11.55,29.86,-0.5102,0.3635,0.4024,-0.6676,127.25,338.02,241.04,57.53
3898,10.5,31.81,-0.5489,0.3977,0.3635,-0.6391,130.28,356.17,258.87,56.81
3899,11.55,31.66,-0.5425,0.3592,0.376,-0.6598,123.76,346.96,251.02,57.53
3900,11.85,31.96,-0.5359,0.3254,0.3808,-0.6797,116.53,341.28,246.01,56.86
3901,12.15,31.21,-0.5419,0.3227,0.3673,-0.6835,114.13,343.72,247.92,55.53
3902,13.35,33.01,-0.5316,0.3228,0.3689,-0.6907,113.89,342.24,245.48,52.02
3903,11.55,32.26,-0.5159,0.3184,0.3703,-0.7038,112.25,339.77,241.62,57.53
3904,11.7,33.16,-0.5275,0.3065,0.3389,-0.7162,105.6,344.45,245.0,57.41
3905,12.15,30.61,-0.5531,0.3459,0.2925,-0.6992,107.65,357.44,255.39,57.26
3906,11.25,31.81,-0.5502,0.3361,0.2987,-0.7037,106.58,355.15,253.6,57.99
3907,13.35,31.96,-0.5264,0.2825,0.3419,-0.7254,100.68,341.88,243.37,53.66
3908,11.55,31.21,-0.5237,0.2652,0.351,-0.7295,97.98,339.07,241.73,57.95
3909,12.0,32.11,-0.5426,0.2904,0.3219,-0.7195,100.21,346.65,247.78,55.64
3910,12.45,33.16,-0.5612,0.3494,0.3029,-0.6865,110.09,357.63,257.3,56.83
3911,11.1,32.71,-0.5351,0.3331,0.356,-0.6899,114.41,345.61,247.72,58.55
3912,12.45,32.56,-0.5052,0.2754,0.3909,-0.7184,104.5,332.43,236.51,56.42
3913,10.5,31.81,-0.5532,0.3269,0.3361,-0.6886,110.59,349.76,252.18,59.11
3914,12.6,30.61,-0.5643,0.3171,0.332,-0.6862,108.15,350.42,253.97,54.55
3915,12.6,30.91,-0.5438,0.2598,0.3591,-0.7127,99.07,339.32,245.06,55.23
3916,11.25,31.06,-0.5492,0.2572,0.3445,-0.7167,96.66,341.47,246.55,58.42
3917,12.15,31.96,-0.5503,0.2587,0.3324,-0.721,95.27,343.21,247.25,56.63
3918,12.0,31.81,-0.5242,0.238,0.3559,-0.7361,92.7,336.57,240.77,55.64
3919,10.5,31.81,-0.5195,0.2174,0.3318,-0.7568,84.72,338.03,240.33,59.74
3920,11.85,30.91,-0.5511,0.2382,0.2447,-0.7613,78.47,351.83,248.89,55.74
3921,11.7,31.06,-0.5714,0.3082,0.1818,-0.7386,83.05,6.42,257.89,57.41
3922,13.2,32.56,-0.558,0.2807,0.203,-0.7541,81.07,0.54,253.2,53.75
3923,12.45,31.81,-0.5414,0.2453,0.2403,-0.7674,79.1,352.32,247.64,53.46
3924,10.8,31.66,-0.5424,0.2492,0.2368,-0.7666,79.41,353.08,248.07,59.66
3925,11.7,31.36,-0.5449,0.2474,0.2244,-0.7691,77.4,354.44,248.68,56.31
3926,12.15,30.91,-0.5507,0.2897,0.2245,-0.7499,85.97,358.62,252.04,55.53
3927,12.0,31.06,-0.5377,0.2913,0.2815,-0.7395,94.37,351.28,248.23,57.38
3928,12.0,32.86,-0.5204,0.2526,0.3071,-0.7557,89.09,343.59,242.34,56.75
3929,12.75,31.06,-0.54,0.2641,0.2748,-0.7504,87.77,349.83,247.37,53.53
3930,12.75,31.06,-0.5496,0.2609,0.2658,-0.7478,86.05,351.29,249.19,56.82
3931,11.1,33.31,-0.5456,0.2279,0.266,-0.7613,79.18,348.29,247.03,58.55
3932,12.15,31.66,-0.5494,0.2092,0.2554,-0.7676,74.0,348.29,247.25,55.53
3933,12.0,31.81,-0.551,0.1999,0.2539,-0.7694,71.95,347.84,247.25,55.18
3934,10.35,30.91,-0.5355,0.1992,0.2518,-0.7811,71.03,347.22,244.76,59.25
3935,12.15,30.91,-0.5278,0.212,0.2304,-0.7896,70.61,350.11,244.36,56.2
3936,12.0,29.71,-0.5392,0.2067,0.1903,-0.7939,64.48,354.62,246.82,56.31
3937,11.85,32.71,-0.5413,0.2033,0.1743,-0.7971,61.69,356.14,247.29,56.2
3938,12.75,33.61,-0.5372,0.1945,0.1795,-0.8008,60.6,354.78,246.3,55.13
3939,13.2,31.36,-0.5308,0.174,0.1956,-0.806,58.45,351.39,244.48,52.58
3940,13.35,31.66,-0.5217,0.1319,0.2094,-0.8165,51.43,346.89,242.15,52.5
3941,13.5,30.31,-0.5311,0.1538,0.1993,-0.8091,54.84,349.67,244.03,51.95
3942,12.15,31.21,-0.5367,0.2485,0.2034,-0.7803,74.63,356.35,247.8,55.07
3943,12.75,32.56,-0.5088,0.1837,0.2697,-0.7966,69.11,342.86,239.76,55.78
3944,10.35,32.26,-0.4926,0.1685,0.2713,-0.8095,65.37,341.06,237.04,59.68
3945,11.1,32.26,-0.5243,0.238,0.2237,-0.7864,75.01,352.59,244.86,60.54
3946,12.75,32.56,-0.5279,0.2338,0.2214,-0.7859,73.9,352.73,245.35,52.8
3947,12.6,30.61,-0.5116,0.1808,0.2343,-0.8066,64.21,346.83,240.97,52.38
3948,11.7,31.81,-0.5062,0.1635,0.2248,-0.8164,59.28,346.6,240.04,59.42
3949,11.85,33.01,-0.5111,0.175,0.2091,-0.8151,59.87,349.22,241.29,57.29
3950,13.35,31.66,-0.5051,0.15,0.2124,-0.8229,54.98,347.1,239.92,52.5
3951,12.75,31.81,-0.4995,0.1219,0.2155,-0.8302,49.38,344.94,238.76,56.82
3952,12.6,33.31,-0.4992,0.1349,0.211,-0.8295,51.5,346.17,238.91,57.33
3953,12.45,31.36,-0.504,0.1383,0.2046,-0.8277,51.58,347.21,239.73,54.18
3954,11.7,32.86,-0.5038,0.1203,0.1939,-0.8331,46.63,347.3,239.7,58.44
3955,12.9,31.21,-0.5061,0.0932,0.1765,-0.839,39.14,347.63,240.06,53.91
3956,11.7,30.76,-0.513,0.0946,0.1605,-0.8379,37.7,349.54,241.21,54.66
3957,12.45,32.11,-0.5142,0.0953,0.1646,-0.8363,38.37,349.18,241.33,54.18
3958,13.65,31.96,-0.5197,0.0971,0.1713,-0.8314,39.7,348.72,242.04,51.89
3959,12.15,33.76,-0.5302,0.1523,0.1945,-0.8111,53.91,350.05,243.95,57.26
3960,12.15,32.71,-0.5267,0.1445,0.2292,-0.8057,56.63,345.72,242.72,53.38
3961,12.6,32.26,-0.5309,0.151,0.2282,-0.802,57.96,346.4,243.47,55.23
3962,12.6,31.21,-0.538,0.1582,0.2149,-0.7996,57.92,348.57,244.9,53.62
3963,11.85,31.21,-0.5443,0.1561,0.2132,-0.7962,57.47,348.85,245.85,56.86
3964,12.15,33.01,-0.5401,0.142,0.2238,-0.7988,55.89,346.63,244.79,57.67
3965,12.45,33.16,-0.5352,0.1389,0.2241,-0.8025,55.14,346.23,244.0,55.77
3966,11.1,31.96,-0.5235,0.1394,0.2192,-0.8115,54.23,346.37,242.36,60.54
3967,12.6,31.96,-0.4995,0.1276,0.2446,-0.8212,53.99,342.07,238.28,54.55
3968,13.35,32.71,-0.4941,0.1176,0.2499,-0.8244,52.31,340.75,237.37,54.76
3969,12.45,32.56,-0.4936,0.1008,0.2208,-0.8351,45.45,343.03,237.73,57.44
3970,12.0,30.76,-0.4952,0.1085,0.1921,-0.8403,43.74,346.58,238.42,55.18
3971,12.15,32.71,-0.495,0.1086,0.1955,-0.8396,44.17,346.21,238.35,55.53
3972,13.5,30.76,-0.488,0.0976,0.2107,-0.8414,43.41,343.8,237.1,51.22
3973,13.8,32.11,-0.4878,0.1173,0.2055,-0.8403,46.86,345.43,237.24,54.08
3974,11.55,31.66,-0.5006,0.1899,0.1894,-0.8231,60.29,351.91,240.44,56.42
3975,12.15,32.26,-0.5091,0.26,0.219,-0.7907,78.71,353.94,243.38,58.27
3976,13.65,33.76,-0.4759,0.1651,0.2762,-0.8185,64.44,339.6,234.4,53.5
3977,11.55,31.66,-0.4934,0.1795,0.2474,-0.8143,64.88,344.48,237.88,60.84
3978,12.9,31.21,-0.5096,0.1924,0.2264,-0.8075,65.57,348.37,241.08,57.11
3979,13.35,31.21,-0.5059,0.1564,0.2406,-0.8135,59.72,344.41,239.57,57.18
3980,12.15,32.26,-0.5002,0.1279,0.243,-0.8212,53.88,342.29,238.41,58.66
3981,12.15,31.96,-0.5014,0.142,0.2264,-0.8229,54.87,344.97,239.02,53.38
3982,13.5,30.31,-0.4828,0.1305,0.2418,-0.8315,53.55,341.98,235.95,54.25
3983,12.15,31.21,-0.4657,0.114,0.261,-0.8378,51.46,338.43,233.16,55.53
3984,12.45,30.76,-0.4632,0.0828,0.2393,-0.8493,42.48,339.28,233.29,55.77
3985,12.9,30.91,-0.4718,0.1021,0.1928,-0.8543,41.75,345.56,235.15,56.1
3986,12.45,32.11,-0.4723,0.1181,0.1825,-0.8542,43.94,347.53,235.45,55.77
3987,14.85,32.71,-0.4636,0.1,0.1997,-0.8574,41.78,344.49,233.92,52.28
3988,14.4,31.21,-0.4644,0.1054,0.197,-0.857,42.65,345.09,234.08,55.18
3989,11.7,31.36,-0.4684,0.1178,0.182,-0.8565,43.71,347.46,234.91,56.98
3990,13.2,32.56,-0.4793,0.1498,0.1733,-0.8472,49.66,350.48,236.9,54.85
3991,13.5,31.81,-0.4793,0.2339,0.204,-0.821,70.84,352.18,238.05,52.43
3992,14.85,31.21,-0.4658,0.1481,0.2416,-0.8383,56.51,342.35,233.64,51.84
3993,13.5,31.36,-0.4832,0.1666,0.2073,-0.8341,57.14,347.85,237.06,55.3
3994,12.75,33.16,-0.4937,0.17,0.1954,-0.8301,56.76,349.75,238.89,54.0
3995,11.85,31.66,-0.4944,0.1443,0.1936,-0.835,51.25,348.44,238.63,56.86
3996,12.75,32.11,-0.4969,0.1384,0.177,-0.8382,48.15,349.95,239.17,55.13
3997,13.65,30.91,-0.4905,0.14,0.1786,-0.8414,48.51,349.69,238.26,55.21
3998,12.6,30.91,-0.4706,0.1246,0.2039,-0.8494,47.61,345.5,234.9,55.67
3999,12.45,32.11,-0.4574,0.1212,0.2044,-0.8569,46.49,344.89,233.06,55.33
4000,12.6,31.96,-0.4602,0.1127,0.1715,-0.8637,41.29,348.13,233.93,54.55
4001,12.15,32.71,-0.4649,0.122,0.1464,-0.8646,40.62,351.43,235.0,57.67
4002,12.15,31.96,-0.4557,0.117,0.1602,-0.8677,40.86,349.46,233.51,55.53
4003,12.6,31.96,-0.4524,0.1303,0.1702,-0.8657,44.63,348.98,233.0,55.23
4004,12.9,31.96,-0.4532,0.154,0.1643,-0.8625,48.99,350.91,233.47,55.68
4005,12.45,33.16,-0.4519,0.1428,0.1668,-0.8646,46.86,349.99,233.11,56.42
4006,12.9,31.21,-0.4612,0.202,0.1762,-0.8458,60.57,352.57,235.19,55.04
4007,12.75,32.11,-0.4497,0.2924,0.2214,-0.8144,84.96,352.4,234.86,54.69
4008,15.3,33.16,-0.419,0.1753,0.2688,-0.8494,63.08,338.69,226.44,53.33
4009,12.15,32.71,-0.4389,0.1846,0.2403,-0.8459,63.09,343.33,230.1,55.53
4010,13.5,30.31,-0.462,0.2036,0.2118,-0.8368,64.89,348.64,234.5,54.68
4011,12.45,31.36,-0.471,0.1609,0.2091,-0.8417,55.8,346.89,235.19,56.83
4012,15.15,30.91,-0.4709,0.1058,0.2222,-0.8472,45.72,342.51,234.57,50.61
4013,12.9,32.26,-0.4768,0.1161,0.2135,-0.8447,47.12,344.17,235.57,56.1
4014,12.75,32.11,-0.4819,0.155,0.1895,-0.8413,52.66,349.1,237.05,54.69
4015,13.35,34.06,-0.4764,0.1433,0.1857,-0.8474,49.63,348.68,236.2,54.11
4016,12.9,33.01,-0.4696,0.1311,0.1825,-0.8538,46.57,348.16,235.18,53.91
4017,13.2,31.81,-0.4585,0.1404,0.1606,-0.8627,45.84,350.73,234.1,53.75
4018,13.5,32.56,-0.4498,0.1382,0.1366,-0.8717,42.67,352.98,233.27,53.13
4019,12.9,30.91,-0.4517,0.0652,0.0948,-0.8847,23.2,353.62,233.45,55.04
4020,13.35,32.71,-0.4417,-0.0374,-0.0062,-0.8964,351.68,358.74,232.51,53.66
4021,14.55,31.81,-0.4498,-0.067,-0.1418,-0.8793,331.6,11.24,232.78,49.11
4022,13.2,33.91,-0.4636,-0.1008,-0.2331,-0.8489,314.44,19.15,233.39,51.84
4023,12.0,33.61,-0.4898,-0.1755,-0.298,-0.8003,290.1,21.85,235.97,53.97
4024,12.9,33.01,-0.4955,-0.2648,-0.3928,-0.7281,258.41,29.32,234.31,46.62
4025,11.25,35.26,-0.4419,-0.3423,-0.5467,-0.6234,228.98,66.12,205.22,49.56
4026,12.75,34.96,-0.3581,-0.4486,-0.6715,-0.4685,231.32,134.68,141.94,45.0
4027,13.8,35.71,-0.2924,-0.5243,-0.7538,-0.267,267.74,172.05,113.75,42.06
4028,12.0,36.76,-0.2071,-0.5791,-0.7876,-0.0371,316.66,191.26,105.18,40.36
4029,11.85,37.96,-0.016,-0.6055,-0.7822,0.1454,17.37,194.46,105.62,35.81
4030,13.2,36.46,0.1945,-0.59,-0.7228,0.3027,79.34,195.68,107.24,24.98
4031,13.5,38.86,0.334,-0.5414,-0.6298,0.4456,129.19,207.74,116.38,19.01
4032,12.45,38.86,0.4886,-0.4911,-0.4839,0.5347,172.89,322.65,229.6,11.58
4033,13.8,38.56,0.644,-0.4105,-0.2761,0.5835,113.18,22.03,287.6,5.59
4034,13.8,40.21,0.7347,-0.2799,-0.1127,0.6075,60.75,18.55,285.91,355.03
4035,15.3,40.21,0.7804,-0.1515,0.0338,0.6056,15.04,16.25,285.45,349.99
4036,16.95,39.76,0.7799,-0.0248,0.2039,0.5912,326.43,16.99,283.15,350.46
4037,17.1,40.21,0.7432,0.0872,0.3659,0.5534,280.36,21.01,278.97,339.78
4038,16.5,39.91,0.6717,0.2115,0.5007,0.5033,235.36,28.26,269.0,337.75
4039,18.15,40.51,0.5945,0.3364,0.5907,0.4296,195.13,54.79,239.46,335.16
4040,18.3,39.61,0.5229,0.4165,0.6487,0.3637,202.14,169.1,123.58,334.19
4041,18.45,41.56,0.4066,0.4743,0.7113,0.3222,235.73,171.05,118.01,330.36
4042,19.05,39.16,0.2939,0.5334,0.7465,0.268,267.11,172.77,112.01,328.77
4043,20.71,41.86,0.247,0.5761,0.7499,0.2114,284.23,177.64,105.75,327.48
4044,19.8,39.61,0.2029,0.6016,0.7543,0.1671,299.05,179.47,103.0,324.54
4045,20.11,38.11,0.155,0.6233,0.7558,0.1274,313.69,180.04,100.97,327.31
4046,21.76,40.81,0.1003,0.6428,0.7528,0.1,327.53,178.71,99.2,326.77
4047,20.26,39.76,0.0551,0.6668,0.7397,0.0725,339.47,178.04,96.11,324.87
4048,21.76,39.46,0.0304,0.6797,0.7305,0.0592,345.65,177.39,94.29,327.61
