time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,heading
0.8567,-0.1761,0.1639,0.4563,346.2,27.04,302.25,334.44
0.8216,-0.1633,0.1818,0.515,345.01,27.35,294.01,333.43
0.7846,-0.1186,0.2122,0.5704,337.2,25.9,285.34,335.62
0.7406,-0.0603,0.2716,0.6117,321.64,26.51,276.33,337.91
0.7001,0.0256,0.3281,0.6337,301.07,25.87,268.79,333.62
0.6619,0.1021,0.3645,0.647,284.15,25.25,262.5,333.43
0.5895,0.0891,0.4174,0.6858,284.2,36.34,248.51,328.63
0.5474,0.0944,0.4296,0.712,285.58,39.67,241.27,331.78
0.551,0.1292,0.4012,0.7203,282.16,34.03,242.49,332.12
0.6043,0.1484,0.284,0.7295,291.93,16.47,254.2,330.83
0.634,0.1369,0.1858,0.7381,308.09,6.43,259.84,334.39
0.6283,0.1115,0.2137,0.7397,308.62,11.27,258.11,330.78
0.648,0.1504,0.2246,0.7121,299.3,8.33,262.34,345.12
0.6329,0.1872,0.2019,0.7236,296.46,3.72,261.29,335.62
0.6022,0.1365,0.1876,0.7639,308.49,7.8,254.72,335.22
0.5746,0.0907,0.1674,0.796,320.64,9.92,249.92,338.37
0.543,0.0549,0.1883,0.8165,325.78,15.03,244.98,341.43
0.5316,0.0663,0.2046,0.8192,321.93,16.27,243.22,340.49
0.532,0.098,0.2117,0.814,314.74,15.09,243.3,340.4
0.5278,0.0977,0.213,0.8164,314.79,15.37,242.68,340.25
0.5188,0.0743,0.2258,0.8212,318.25,18.32,241.16,342.24
0.5159,0.0599,0.2254,0.8243,321.3,19.17,240.78,340.77
0.5116,0.0407,0.2189,0.8299,326.11,19.65,240.35,338.99
0.5073,0.0087,0.209,0.836,333.81,20.47,240.12,339.72
0.5079,-0.0149,0.2089,0.8356,338.42,21.77,240.5,340.05
0.5164,-0.0122,0.2116,0.8297,337.12,21.78,241.59,345.36
0.5277,-0.0065,0.2083,0.8235,335.87,20.97,243.06,341.84
0.534,-0.0017,0.1985,0.8218,335.85,19.61,243.94,342.84
0.5367,0.0001,0.1915,0.8218,336.26,18.76,244.33,344.56
0.5434,0.0049,0.1858,0.8186,335.76,17.8,245.25,338.93
0.5506,0.0069,0.1841,0.8142,335.28,17.4,246.24,344.22
0.5547,0.003,0.1835,0.8115,335.93,17.53,246.85,340.77
0.5585,0.0084,0.1785,0.81,335.39,16.64,247.37,343.3
0.5564,0.0077,0.1863,0.8097,334.61,17.48,247.04,344.78
0.5513,0.0003,0.201,0.8097,334.33,19.49,246.28,343.93
0.5529,0.0006,0.2073,0.8071,333.37,20.07,246.46,343.11
0.5585,-0.0004,0.2096,0.8026,333.0,20.28,247.24,341.69
0.5677,-0.0011,0.2067,0.7969,333.07,19.88,248.56,344.56
0.5735,-0.0054,0.2033,0.7936,334.05,19.72,249.44,343.3
0.5736,-0.0118,0.2054,0.7929,334.94,20.34,249.51,343.95
0.5701,-0.0183,0.2132,0.7932,335.29,21.57,249.04,347.82
0.5701,-0.0245,0.219,0.7914,335.64,22.54,249.1,342.12
0.5767,-0.0182,0.216,0.7877,334.52,21.74,249.97,345.86
0.579,-0.0142,0.2153,0.7863,333.76,21.38,250.24,344.85
0.5775,-0.0143,0.2186,0.7864,333.39,21.73,250.02,347.04
0.5736,-0.0218,0.2288,0.7863,333.63,23.28,249.49,341.02
0.5728,-0.0246,0.2397,0.7835,332.7,24.55,249.36,345.57
0.5777,-0.0143,0.2414,0.7796,330.26,23.98,249.91,344.0
0.5789,-0.0043,0.2408,0.779,328.42,23.27,249.96,342.93
0.5138,0.0173,0.2751,0.8125,323.79,26.85,240.26,342.35
0.6344,0.0503,0.2334,0.7352,316.56,17.5,258.2,347.56
0.5583,-0.0392,0.2697,0.7836,332.27,28.71,247.38,343.41
0.5593,-0.0535,0.2783,0.779,333.65,30.46,247.75,342.84
0.5545,-0.0442,0.2721,0.7852,333.13,29.32,246.93,345.09
0.5276,-0.0767,0.2959,0.7926,338.03,34.07,243.92,343.95
0.5133,-0.1088,0.3041,0.7951,344.0,36.95,243.01,346.63
0.5191,-0.1013,0.3058,0.7917,341.94,36.64,243.5,344.22
0.53,-0.0703,0.3028,0.789,335.75,34.4,244.02,346.52
0.5203,-0.0842,0.3164,0.7887,337.34,36.76,243.05,341.97
0.5115,-0.1027,0.3197,0.791,341.05,38.26,242.48,350.6
0.5104,-0.0913,0.3139,0.7954,339.82,37.0,241.99,347.21
0.5171,-0.0691,0.2994,0.7989,337.02,34.13,242.3,350.4
0.5182,-0.0647,0.2917,0.8014,337.08,33.06,242.36,344.71
0.5218,-0.0581,0.2805,0.8035,337.01,31.46,242.76,343.11
0.5321,-0.036,0.2663,0.8029,333.94,28.57,243.73,342.35
0.534,-0.0361,0.2684,0.8009,333.53,28.77,243.97,347.56
0.5312,-0.0446,0.2736,0.8006,334.67,29.84,243.74,345.38
0.5306,-0.035,0.2743,0.8013,332.82,29.37,243.44,346.23
0.5315,-0.022,0.2765,0.8004,330.02,28.84,243.3,347.77
0.5266,-0.0273,0.2836,0.8009,330.47,29.97,242.68,347.88
0.5173,-0.0394,0.2925,0.8033,332.29,31.74,241.61,344.22
0.5179,-0.0295,0.2928,0.8033,330.35,31.21,241.46,346.8
0.5219,-0.0198,0.2867,0.8031,328.98,29.96,241.86,344.26
0.525,-0.0098,0.2801,0.8036,327.68,28.65,242.16,346.98
0.5227,-0.0059,0.2763,0.8065,327.56,28.07,241.82,344.74
0.5289,0.0017,0.2687,0.805,326.65,26.72,242.62,349.06
0.5361,0.0075,0.2663,0.801,325.38,26.0,243.56,343.26
0.5319,-0.0125,0.2778,0.7998,328.02,28.44,243.17,347.23
0.5329,-0.0249,0.2781,0.7988,330.27,29.15,243.53,344.0
0.5369,-0.0155,0.2709,0.7988,329.13,27.79,243.97,343.95
0.5329,-0.0141,0.2743,0.8004,328.69,28.14,243.36,348.13
0.5294,-0.0187,0.2786,0.8011,329.27,28.91,242.94,347.64
0.5314,-0.004,0.2841,0.798,325.62,28.63,242.9,347.56
0.5358,0.0333,0.3021,0.7877,315.81,28.38,242.79,347.63
0.5286,0.0417,0.3284,0.7817,311.29,31.01,241.28,344.16
0.524,0.0583,0.3458,0.7762,306.14,32.25,240.13,346.34
0.5336,0.1073,0.3496,0.7626,295.08,29.75,241.13,342.33
0.5497,0.1446,0.3565,0.7415,285.36,27.7,243.58,343.45
0.5529,0.1459,0.3678,0.7333,283.28,28.83,243.81,340.43
0.5669,0.1753,0.3708,0.7144,275.72,26.52,246.5,342.5
0.5875,0.2351,0.3638,0.6835,263.0,19.49,252.51,339.66
0.5937,0.2863,0.3637,0.6582,252.05,13.65,257.13,341.97
0.5689,0.2701,0.3931,0.67,251.96,21.93,249.39,339.02
0.5675,0.2758,0.4055,0.6614,248.81,23.3,248.85,339.81
0.5899,0.3095,0.408,0.6243,239.58,16.88,256.92,340.73
0.6003,0.3199,0.4211,0.6,234.39,15.39,260.6,337.15
0.6176,0.3328,0.4188,0.5766,231.41,9.54,267.93,339.69
0.617,0.3344,0.4309,0.5672,228.66,10.66,267.92,334.86
0.632,0.351,0.4307,0.5403,225.07,3.26,276.76,334.14
0.6464,0.3654,0.4203,0.5215,224.8,354.87,285.65,334.52
0.6622,0.3856,0.4033,0.5002,226.19,344.15,296.37,334.86
0.682,0.4081,0.3864,0.4681,229.25,332.12,309.17,332.55
0.6925,0.4014,0.3941,0.4516,229.42,331.42,312.31,333.95
0.72,0.4011,0.3794,0.4205,235.84,326.49,319.97,336.12
0.7339,0.3979,0.3707,0.407,239.54,325.35,322.48,331.09
0.7289,0.3829,0.3832,0.4186,236.9,330.12,318.33,333.25
0.7283,0.378,0.3844,0.423,236.78,331.71,316.79,329.31
0.7356,0.4063,0.3695,0.3967,240.04,322.5,325.5,331.06
0.7358,0.4209,0.3725,0.3777,239.98,317.45,331.01,333.25
0.7331,0.3975,0.3932,0.3871,235.66,323.39,326.88,330.16
0.7476,0.391,0.3711,0.388,241.76,324.7,325.59,331.86
0.7632,0.428,0.3434,0.3413,250.58,313.53,336.86,329.32
0.7869,0.4312,0.3213,0.3027,259.89,311.06,341.91,331.45
0.7906,0.4006,0.3435,0.3106,255.26,316.53,339.29,331.06
0.7988,0.4188,0.3178,0.2926,262.34,312.8,342.2,329.95
0.8036,0.4867,0.2477,0.2367,282.13,301.25,349.68,328.82
0.7966,0.5069,0.2417,0.224,284.52,297.85,351.86,326.67
0.7908,0.4698,0.2874,0.267,270.27,303.71,347.6,331.21
0.7959,0.4326,0.307,0.2918,264.36,310.64,342.77,327.09
0.8013,0.4078,0.3113,0.3078,262.82,315.72,338.78,329.04
0.8063,0.3933,0.3143,0.3105,262.62,318.32,337.43,327.26
0.817,0.3686,0.3162,0.311,263.54,322.48,335.62,330.45
0.8408,0.3576,0.2868,0.2879,273.01,323.04,337.38,330.05
0.8579,0.3519,0.2541,0.2749,281.97,323.32,337.86,330.3
0.8515,0.3439,0.2631,0.2957,278.69,325.47,334.83,331.49
0.8392,0.3497,0.2795,0.3088,273.51,325.34,333.7,328.96
0.8459,0.3935,0.2379,0.2702,284.07,317.05,339.98,329.71
0.8564,0.4126,0.1986,0.2386,295.03,313.49,343.14,329.31
0.8606,0.4055,0.1937,0.2396,296.28,314.56,342.51,329.95
0.8691,0.4091,0.1598,0.2276,304.72,313.9,342.61,327.26
0.8763,0.417,0.1192,0.21,314.84,312.5,343.09,328.36
0.8686,0.4139,0.1575,0.2222,305.54,313.12,343.29,329.28
0.8638,0.4015,0.196,0.233,296.57,314.94,343.24,328.89
0.87,0.3857,0.1872,0.2436,298.2,317.48,341.0,329.95
0.8647,0.394,0.1877,0.2488,297.26,316.47,340.69,330.54
0.8569,0.4202,0.1827,0.236,298.48,312.46,343.02,328.26
0.8571,0.4198,0.1894,0.2309,297.53,312.33,343.92,328.76
0.8717,0.3708,0.2052,0.2459,294.61,319.59,340.82,326.67
0.8978,0.3301,0.1751,0.2331,304.14,324.65,339.95,330.69
0.9044,0.3048,0.1779,0.2398,304.2,328.18,338.4,336.12
0.8928,0.3003,0.2159,0.2571,294.64,329.66,336.96,333.64
0.8924,0.3298,0.1908,0.2416,300.01,325.02,339.35,334.39
0.895,0.3565,0.1508,0.2219,309.31,320.8,341.3,328.39
0.8967,0.3705,0.1289,0.2052,314.93,318.55,342.85,326.65
0.9042,0.3806,0.0859,0.1739,326.56,316.57,344.93,332.19
0.9102,0.3778,0.0516,0.1615,335.06,316.58,344.86,327.38
0.9069,0.387,0.0424,0.161,336.75,315.36,344.65,326.69
0.9023,0.4007,0.0398,0.1539,337.51,313.55,345.49,326.58
0.902,0.4034,0.043,0.1479,337.3,313.18,346.31,326.55
0.9043,0.3927,0.0541,0.1585,334.31,314.7,345.49,328.87
0.909,0.3728,0.0651,0.1746,331.21,317.45,343.89,329.71
0.9059,0.3755,0.0789,0.179,327.79,317.25,343.98,329.62
0.8949,0.3983,0.0988,0.1752,323.11,314.35,345.67,327.18
0.8859,0.4247,0.1034,0.1553,323.27,310.62,348.61,325.56
0.8903,0.4252,0.0912,0.135,327.81,310.33,350.25,326.55
0.9023,0.376,0.1383,0.1595,316.64,316.95,348.59,320.47
0.9093,0.3203,0.1889,0.187,304.79,324.72,345.7,324.26
0.9177,0.2941,0.1857,0.1919,306.03,328.28,344.17,326.07
0.9178,0.3042,0.1712,0.1892,309.15,326.87,344.39,336.04
0.9118,0.3341,0.1586,0.1782,311.8,322.73,346.12,330.78
0.9075,0.354,0.1531,0.1662,313.4,319.9,347.85,326.55
0.9168,0.3576,0.1056,0.1431,325.58,319.1,348.72,332.32
0.9297,0.3579,0.0084,0.0862,351.13,318.24,351.09,327.01
0.9341,0.3529,-0.0177,0.0517,359.61,318.61,353.74,326.67
0.9395,0.3319,0.0487,0.0696,344.16,321.48,354.29,323.13
0.944,0.3165,0.0605,0.0707,341.69,323.38,354.47,326.65
0.9452,0.3225,0.0163,0.0487,352.86,322.47,355.32,335.1
0.9446,0.3254,0.0085,0.0423,355.01,322.08,355.73,327.18
0.9437,0.3145,0.0693,0.0754,339.46,323.65,354.24,330.26
0.9392,0.2919,0.1411,0.1127,321.37,326.81,352.13,329.56
0.9412,0.3081,0.1026,0.0927,331.01,324.59,353.4,328.12
0.9447,0.3148,0.0606,0.0686,341.85,323.56,354.68,329.95
0.945,0.3148,0.0634,0.0627,341.67,323.52,355.43,328.26
0.9395,0.3159,0.1064,0.0785,331.09,323.44,355.24,329.44
0.9362,0.3183,0.1166,0.0929,327.79,323.29,354.05,327.69
0.9363,0.3175,0.1084,0.1037,328.82,323.57,352.52,328.12
0.9344,0.3138,0.1238,0.1146,324.69,324.15,351.77,329.32
0.9362,0.3224,0.1001,0.0979,330.99,322.89,352.95,327.95
0.9344,0.3495,0.0432,0.0532,346.45,319.23,356.0,330.05
0.9292,0.369,0.0061,0.0209,356.94,316.71,358.04,325.45
0.9355,0.3523,0.0105,0.0242,355.8,318.77,357.82,330.86
0.94,0.3396,-0.032,-0.0007,6.96,320.23,358.83,327.05
0.9393,0.334,-0.0714,-0.0331,17.99,320.92,0.84,326.06
0.9438,0.3296,-0.0174,-0.0176,5.09,321.53,1.25,323.65
0.9462,0.3144,0.0706,0.03,342.47,323.3,359.29,329.28
0.9537,0.29,0.0714,0.0347,342.02,326.28,358.56,325.45
0.9554,0.2919,0.0418,0.014,349.9,326.03,359.86,328.22
0.9552,0.2955,0.0128,-0.0085,357.77,325.6,1.36,332.78
0.9517,0.3024,0.0516,0.0079,348.18,324.7,0.93,329.95
0.9448,0.3126,0.0944,0.0287,337.36,323.36,0.28,330.54
0.943,0.3153,0.0984,0.04,335.66,323.11,359.22,327.95
0.9406,0.3207,0.1024,0.0448,334.42,322.47,358.91,326.53
0.9334,0.3372,0.1126,0.048,331.92,320.38,359.2,328.51
0.9274,0.3602,0.0953,0.0329,336.86,317.5,0.45,325.95
0.9228,0.3829,0.0422,-0.002,351.24,314.85,2.07,325.94
0.932,0.3614,0.0259,-0.0127,355.53,317.57,2.43,326.07
0.9413,0.3357,0.0338,-0.0147,353.84,320.67,2.9,327.56
0.9426,0.3323,0.0229,-0.0258,357.01,321.12,3.66,327.95
0.9404,0.3368,-0.0136,-0.0446,6.37,320.71,4.29,328.82
0.9432,0.3299,-0.0118,-0.0381,5.44,321.53,3.67,330.2
0.9521,0.3018,0.0487,-0.0116,350.17,324.7,2.95,327.32
0.9566,0.2807,0.0779,-0.0096,343.48,327.03,3.6,330.08
0.9534,0.2965,0.0484,-0.028,351.32,325.27,4.72,329.11
0.9439,0.3265,0.0057,-0.0484,2.38,321.89,5.46,332.26
0.9325,0.3574,0.01,-0.0501,1.96,318.11,5.77,326.57
0.9285,0.365,-0.0031,-0.068,6.35,317.28,7.13,325.92
0.9348,0.3485,0.0068,-0.068,3.98,319.24,7.58,325.56
0.9407,0.3325,0.0378,-0.0555,356.07,320.94,7.45,327.46
0.9389,0.3306,0.0919,-0.0268,342.19,320.7,6.46,332.41
0.9357,0.3417,0.0854,-0.0209,343.26,319.47,5.65,324.8
0.9343,0.3489,0.0658,-0.0311,348.37,318.74,6.0,329.11
0.9324,0.3542,0.0588,-0.041,350.76,318.12,6.8,327.8
0.9313,0.3582,0.0468,-0.0469,353.86,317.74,6.95,326.84
0.9364,0.3432,0.0094,-0.073,3.72,319.88,8.23,324.04
0.9424,0.322,-0.0066,-0.0903,8.1,322.61,9.57,328.57
0.9423,0.3203,-0.0057,-0.0969,8.35,322.83,10.34,328.09
0.9392,0.3299,-0.0066,-0.095,8.6,321.67,10.06,327.46
0.9387,0.3334,0.0063,-0.0874,5.32,321.12,9.7,326.06
0.9454,0.3153,0.0342,-0.0748,358.0,323.03,9.38,327.82
0.947,0.3109,0.0407,-0.0704,356.19,323.5,9.13,327.46
0.9465,0.314,0.0241,-0.0704,359.85,323.29,8.54,331.46
0.9434,0.3229,0.0153,-0.0737,2.14,322.29,8.57,333.23
0.9382,0.334,0.0729,-0.0544,348.48,320.36,8.71,330.67
0.938,0.3336,0.0827,-0.0447,345.61,320.34,8.05,328.36
0.9434,0.3226,0.0562,-0.0522,351.7,321.96,7.77,330.69
0.9459,0.3107,0.0818,-0.046,345.5,323.13,7.99,326.79
0.9448,0.3053,0.1138,-0.0349,337.65,323.4,7.94,328.82
0.9444,0.3126,0.0949,-0.0369,342.03,322.78,7.5,331.39
0.9421,0.3245,0.0709,-0.0458,348.08,321.58,7.64,331.49
0.9355,0.3445,0.0333,-0.0709,358.46,319.5,8.96,330.42
0.9386,0.3355,0.0264,-0.0761,0.17,320.67,9.24,331.31
0.9478,0.3093,0.0217,-0.0744,0.57,323.87,8.89,322.75
0.9502,0.3013,0.0058,-0.0797,4.25,324.98,8.92,327.53
0.9479,0.307,0.0014,-0.085,5.68,324.34,9.34,326.79
0.9478,0.3084,0.0352,-0.0732,357.53,323.85,9.23,330.67
0.9544,0.2869,0.0546,-0.0625,352.17,326.24,8.68,328.55
0.9583,0.2745,0.0356,-0.0709,356.63,327.9,8.94,334.26
0.9511,0.2982,0.0062,-0.0808,4.17,325.35,9.06,328.57
0.9387,0.3292,-0.029,-0.0981,13.67,321.92,9.57,330.54
0.928,0.3602,-0.0026,-0.0957,8.45,317.95,10.15,328.36
0.9303,0.3536,0.0408,-0.0887,358.48,318.3,11.19,329.28
0.9402,0.3242,0.076,-0.0723,348.97,321.43,10.73,330.26
0.949,0.297,0.0769,-0.0721,348.15,324.69,10.58,329.31
0.9458,0.2999,0.1107,-0.0573,339.84,323.91,10.23,330.42
0.9346,0.3195,0.1525,-0.036,329.62,320.94,9.83,334.26
0.9292,0.3333,0.1572,-0.0273,328.2,319.24,9.3,330.86
0.9353,0.3305,0.1205,-0.0383,336.9,320.18,8.88,334.03
0.9396,0.333,0.0394,-0.0694,356.81,320.85,9.01,326.06
0.9423,0.3229,0.0093,-0.0876,4.49,322.36,9.86,333.85
0.9427,0.3171,0.0064,-0.1037,6.16,323.13,11.53,331.03
0.9451,0.304,-0.0257,-0.1172,13.76,325.06,11.97,331.49
0.9439,0.3018,-0.0579,-0.1205,20.99,325.58,11.29,330.42
0.9437,0.3084,-0.0383,-0.1135,16.37,324.6,11.1,332.22
0.9435,0.3146,0.0247,-0.1014,1.98,323.23,11.94,332.08
0.9411,0.3193,0.0636,-0.0911,352.94,322.14,12.27,327.8
0.9375,0.3325,0.061,-0.083,353.21,320.61,11.34,329.56
0.9278,0.3596,0.0645,-0.0762,352.57,317.28,10.85,331.32
0.9182,0.3761,0.1116,-0.054,341.08,314.56,10.7,332.08
0.9167,0.3752,0.129,-0.048,336.87,314.38,10.87,330.2
0.9212,0.3661,0.1218,-0.0495,338.31,315.64,10.58,328.12
0.9241,0.3568,0.13,-0.0439,335.89,316.69,10.24,329.62
0.9221,0.3529,0.1558,-0.0304,329.17,316.77,9.92,331.06
0.9182,0.3528,0.1796,-0.0156,322.82,316.41,9.43,330.05
0.9176,0.3639,0.1581,-0.0219,328.16,315.43,9.29,332.7
0.9151,0.3917,0.0723,-0.0622,350.4,313.25,9.85,335.11
0.9219,0.3764,0.0638,-0.0654,352.15,315.25,9.73,328.22
0.9346,0.3416,0.0276,-0.0948,1.51,319.92,11.31,330.86
0.9426,0.3151,-0.0077,-0.1105,9.66,323.53,11.78,327.76
0.9425,0.3168,0.0036,-0.1062,6.94,323.2,11.71,329.11
0.9377,0.3279,-0.0125,-0.114,11.26,322.04,11.93,329.81
0.9272,0.3466,-0.0551,-0.1306,22.22,320.18,12.0,329.44
0.9144,0.3708,-0.0849,-0.1388,29.92,317.36,11.39,332.99
0.9066,0.3967,-0.0699,-0.1259,26.21,313.91,10.22,327.32
0.8995,0.4254,-0.0202,-0.0976,13.71,309.93,9.19,327.76
0.8848,0.4566,-0.014,-0.092,12.5,305.88,8.68,327.95
0.8613,0.4992,-0.0254,-0.0913,15.49,300.33,7.65,326.57
0.831,0.5536,-0.0,-0.0556,7.06,292.82,5.32,327.76
0.8151,0.5778,0.0212,-0.0373,0.97,289.36,4.89,325.01
0.8209,0.5677,0.0434,-0.0448,357.67,290.6,7.06,326.53
0.8498,0.5116,0.1209,-0.0383,340.85,296.98,11.04,328.22
0.8644,0.4402,0.2423,-0.0178,312.45,302.74,15.48,325.97
0.866,0.378,0.3251,-0.0384,295.44,306.49,21.68,326.42
0.8611,0.3591,0.346,-0.0988,296.68,306.2,29.46,329.63
0.8315,0.3926,0.3565,-0.1656,304.86,299.59,38.78,327.08
0.7491,0.4821,0.4113,-0.193,309.06,282.6,49.43,326.82
0.631,0.5952,0.4577,-0.1953,319.62,262.19,57.46,322.19
0.5073,0.7093,0.4558,-0.1781,335.78,244.44,57.8,322.07
0.3302,0.832,0.4302,-0.1171,349.76,220.75,52.78,318.49
0.089,0.9158,0.3899,0.0373,344.16,187.77,45.59,317.11
-0.1766,0.9012,0.3199,0.233,324.25,150.59,43.81,315.6
-0.4033,0.8087,0.2082,0.3742,308.14,116.04,45.24,313.71
-0.583,0.6901,0.1019,0.4166,305.73,88.28,44.74,316.05
-0.7099,0.5556,-0.0267,0.432,297.61,63.54,43.02,316.4
-0.7682,0.392,-0.206,0.4624,274.47,34.12,48.39,315.52
-0.7645,0.1973,-0.4005,0.465,254.53,353.28,65.95,315.86
-0.7116,-0.0135,-0.5596,0.4247,256.58,307.05,88.8,315.98
-0.625,-0.2256,-0.6577,0.3549,277.11,272.54,98.98,314.67
-0.4996,-0.4034,-0.7186,0.2671,299.66,245.54,101.7,315.98
-0.3872,-0.531,-0.7296,0.1893,317.31,227.56,98.41,317.94
-0.3028,-0.6308,-0.7038,0.1223,328.44,215.17,91.23,321.34
-0.2317,-0.71,-0.6627,0.0541,333.38,204.32,83.17,319.13
-0.1769,-0.7545,-0.6311,-0.0349,327.97,193.41,77.93,317.0
-0.15,-0.7665,-0.6127,-0.1204,316.75,185.09,76.3,317.48
-0.1585,-0.7669,-0.5958,-0.1783,304.93,181.98,75.21,317.76
-0.1741,-0.7603,-0.5809,-0.2328,292.4,179.61,74.88,318.16
-0.1938,-0.7409,-0.5712,-0.2954,277.54,176.16,76.7,319.21
-0.2321,-0.6961,-0.5698,-0.37,257.55,170.94,82.96,319.76
-0.282,-0.6347,-0.5737,-0.4342,237.97,163.18,94.17,321.95
-0.3469,-0.5561,-0.5757,-0.4889,218.83,147.79,115.09,320.14
-0.4082,-0.4375,-0.5826,-0.5501,213.77,102.26,167.92,321.99
-0.4546,-0.2762,-0.5897,-0.6077,238.65,71.93,207.58,322.66
-0.4853,-0.108,-0.5782,-0.6469,270.99,64.42,224.85,326.0
-0.5101,0.0328,-0.5456,-0.6641,298.27,62.03,236.21,328.89
-0.5318,0.1451,-0.507,-0.6626,319.39,61.76,245.27,327.86
-0.5602,0.221,-0.45,-0.6595,335.44,59.4,253.67,330.0
-0.5961,0.267,-0.3724,-0.6594,349.46,54.37,261.52,328.28
-0.608,0.3353,-0.3348,-0.6371,2.32,56.56,267.94,330.71
-0.6595,0.3193,-0.2245,-0.6424,13.12,45.59,274.26,334.19
-0.7146,0.1658,0.0165,-0.6794,28.83,12.8,274.51,331.27
-0.6848,-0.0721,0.3271,-0.6472,41.55,326.06,266.83,330.23
-0.625,-0.2409,0.5174,-0.5326,45.93,292.23,263.59,331.67
-0.6045,-0.3365,0.5966,-0.4067,53.18,273.96,267.27,329.46
-0.4939,-0.431,0.7204,-0.2264,62.19,241.42,260.55,327.53
-0.3013,-0.4911,0.8168,0.0308,62.99,196.74,246.78,328.34
-0.1712,-0.5182,0.8091,0.218,60.4,168.3,242.11,328.14
-0.0934,-0.5414,0.76,0.3472,62.38,150.09,242.41,324.16
-0.0342,-0.5599,0.6754,0.4788,71.22,131.55,242.87,326.14
-0.0046,-0.5784,0.583,0.5706,83.44,117.85,243.68,325.3
0.0123,-0.5787,0.5026,0.6422,93.93,104.85,241.09,326.31
0.0266,-0.5469,0.4063,0.7315,102.25,83.45,230.36,327.96
0.023,-0.5406,0.3036,0.7842,113.01,65.25,221.33,331.47
0.0037,-0.5692,0.2138,0.7939,128.9,52.84,215.31,327.14
-0.0255,-0.5993,0.1345,0.7887,144.45,36.51,203.36,329.6
-0.0606,-0.6077,0.0727,0.7885,150.55,9.26,178.36,330.95
-0.0995,-0.5968,0.0311,0.7956,145.81,346.38,155.66,334.02
-0.1451,-0.6099,0.0045,0.7791,144.2,326.43,134.14,332.14
-0.1991,-0.6335,0.0002,0.7477,142.66,308.07,111.65,333.43
-0.259,-0.6519,-0.0009,0.7128,136.49,293.9,92.48,335.06
-0.3109,-0.6889,-0.006,0.6548,127.91,276.65,71.08,335.46
-0.3651,-0.7197,-0.0008,0.5905,116.3,266.09,55.02,338.6
-0.4247,-0.728,0.0222,0.5377,106.61,264.14,45.25,339.15
-0.4856,-0.7224,0.0473,0.49,97.85,265.8,38.34,340.15
-0.5326,-0.7364,0.053,0.4138,83.51,263.07,29.09,338.44
-0.5703,-0.7479,0.0571,0.335,68.98,261.27,21.1,339.7
-0.5952,-0.7486,0.0757,0.2823,61.69,261.14,15.03,339.72
-0.6167,-0.7431,0.0852,0.2454,56.05,262.26,11.51,337.73
-0.6347,-0.746,0.0624,0.1917,42.86,262.55,9.29,340.07
-0.6452,-0.7514,0.0412,0.1318,29.09,262.12,6.42,341.28
-0.649,-0.7537,0.0497,0.0908,23.24,261.72,2.52,344.69
-0.6658,-0.7315,0.1005,0.107,33.77,264.58,359.73,340.86
-0.7019,-0.6903,0.1239,0.1239,40.36,270.99,0.18,340.21
-0.7474,-0.6533,0.0787,0.0919,27.5,277.94,2.04,340.8
-0.7898,-0.6112,0.0241,0.0467,10.91,284.65,2.55,342.58
-0.8225,-0.5682,0.0135,0.0232,5.57,290.75,1.31,345.11
-0.8446,-0.5348,0.022,0.0144,6.02,295.31,0.04,348.02
-0.8552,-0.5173,0.0293,0.0104,6.97,297.64,359.28,343.3
-0.8645,-0.502,0.0259,0.0012,5.28,299.68,358.63,344.37
-0.8808,-0.4727,0.0253,-0.0071,4.35,303.52,357.91,346.78
-0.9063,-0.4224,0.0052,-0.0153,359.6,310.02,358.16,348.36
-0.9294,-0.3668,-0.0343,-0.0243,350.64,316.97,358.85,347.5
-0.9547,-0.2975,-0.0061,-0.01,357.99,325.4,359.11,345.89
-0.9744,-0.2233,0.0242,0.0018,5.49,334.18,359.58,349.02
-0.9863,-0.1645,-0.0066,0.006,358.74,341.06,0.8,354.38
-0.9886,-0.1311,-0.0738,0.0061,343.39,344.76,1.82,350.93
-0.9878,-0.1203,-0.0994,0.0001,337.36,345.97,1.4,353.98
-0.9881,-0.121,-0.0949,-0.0096,338.11,346.01,0.24,353.5
-0.9826,-0.1377,-0.1241,-0.0142,331.3,344.0,0.37,349.85
-0.9751,-0.1585,-0.1541,-0.0154,324.43,341.36,1.14,353.99
-0.971,-0.1824,-0.1543,-0.012,324.6,338.41,1.99,356.55
-0.9665,-0.212,-0.1449,-0.0057,327.17,334.82,3.01,353.35
-0.9566,-0.2445,-0.1584,-0.0016,324.63,330.63,4.48,351.91
-0.9458,-0.2676,-0.1842,-0.0003,319.2,327.33,6.0,353.43
-0.9388,-0.2811,-0.1992,0.0027,316.25,325.26,7.25,350.84
-0.9348,-0.2871,-0.2092,0.0063,314.4,324.2,8.22,351.36
-0.9328,-0.2937,-0.2088,0.004,314.44,323.4,8.12,348.74
-0.9313,-0.3029,-0.2023,-0.0021,315.57,322.52,7.36,351.75
-0.9279,-0.3139,-0.2008,-0.0093,315.53,321.29,6.75,353.75
-0.9281,-0.3227,-0.1856,-0.0112,318.82,320.55,6.07,349.22
-0.9345,-0.326,-0.1431,-0.002,328.82,320.8,5.34,347.7
-0.9348,-0.3312,-0.1281,0.0083,332.92,320.28,5.92,349.18
