time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,heading
-0.9286,-0.1993,-0.2565,0.1796,312.25,329.64,28.47,322.67
-0.8933,-0.0423,-0.377,0.2408,278.42,340.15,37.62,325.85
-0.933,0.175,-0.2969,0.1039,287.63,19.15,6.4,324.69
-0.9071,0.3123,-0.2795,0.0387,295.82,40.04,352.92,326.67
-0.8482,0.4834,-0.2154,0.0242,314.25,61.48,349.54,322.75
-0.8203,0.498,-0.2792,0.0324,301.27,66.46,345.04,326.66
-0.8743,0.3805,-0.2921,-0.0736,305.88,52.69,336.79,326.52
-0.8804,0.3616,-0.1963,-0.2359,339.84,47.79,325.53,327.39
-0.8377,0.4243,-0.1488,-0.3099,1.56,53.44,319.8,326.95
-0.7806,0.446,-0.0315,-0.4367,39.8,50.34,310.97,324.04
-0.6477,0.533,0.1223,-0.5305,92.77,54.36,306.18,325.12
-0.5516,0.6393,0.1304,-0.5197,107.86,75.38,316.32,324.77
-0.5251,0.6582,0.0992,-0.5302,106.69,79.01,314.44,326.31
-0.5125,0.672,0.0507,-0.5322,100.2,81.78,311.91,325.33
-0.4344,0.7332,0.0537,-0.5204,108.16,97.93,320.47,327.71
-0.2731,0.8397,0.0992,-0.4589,111.13,139.46,351.46,327.79
-0.3876,0.8576,-0.0054,-0.338,70.28,125.17,340.63,327.51
-0.5024,0.8124,-0.0795,-0.285,45.06,111.12,333.27,329.64
-0.5453,0.7615,-0.1528,-0.3152,36.53,102.57,322.62,327.04
-0.5761,0.6865,-0.2445,-0.3702,26.19,93.66,308.5,328.15
-0.6354,0.5839,-0.321,-0.3901,5.45,83.57,299.35,325.97
-0.6596,0.4903,-0.4268,-0.3774,337.74,80.92,290.95,323.17
-0.6019,0.4682,-0.3977,-0.5103,359.89,75.8,279.37,322.41
-0.6288,0.3521,-0.4446,-0.532,338.73,68.71,272.26,322.07
-0.6389,0.2584,-0.4883,-0.5353,319.34,65.45,266.94,322.07
-0.6299,0.2322,-0.4391,-0.597,327.97,58.2,264.11,322.31
-0.6416,0.1958,-0.4124,-0.6164,326.53,52.48,264.01,321.48
-0.6623,0.1451,-0.387,-0.6249,321.31,45.76,265.11,322.07
-0.6576,0.1341,-0.3016,-0.6772,335.17,36.79,264.18,322.07
-0.6662,0.0277,-0.289,-0.6869,319.38,27.57,263.22,322.34
-0.6515,0.0014,-0.3001,-0.6968,314.2,27.12,260.56,317.46
-0.6328,0.0454,-0.3316,-0.6982,318.25,33.86,257.95,318.29
-0.6205,-0.0092,-0.336,-0.7085,309.07,30.98,255.26,318.21
-0.5921,-0.0695,-0.4169,-0.6862,287.83,37.31,249.03,318.19
-0.5424,-0.226,-0.3737,-0.7177,266.28,25.21,243.1,318.99
-0.5243,-0.1817,-0.3312,-0.7632,282.69,23.78,240.53,315.46
-0.6598,-0.1441,-0.3384,-0.6553,281.11,19.15,263.46,317.09
-0.9045,-0.0302,-0.351,-0.2404,279.0,8.63,327.04,316.68
-0.9578,-0.0866,-0.264,-0.0733,297.55,351.44,353.65,320.91
-0.9134,-0.0782,-0.2991,-0.2648,288.01,1.11,327.3,321.0
-0.9044,-0.1164,-0.2994,-0.2808,285.25,356.95,326.53,320.96
-0.9105,-0.0447,-0.315,-0.2642,286.66,6.09,325.61,319.25
-0.9022,0.0232,-0.3344,-0.2716,287.59,16.08,321.21,319.67
-0.9504,0.0983,-0.1887,-0.2269,323.39,16.68,330.44,323.67
-0.97,0.1214,-0.112,-0.1786,339.96,16.25,337.7,321.83
-0.9585,0.1823,-0.1797,-0.1254,325.22,24.42,341.31,321.08
-0.951,0.1202,-0.2843,-0.018,295.12,16.44,353.02,323.88
-0.9404,0.1774,-0.2874,0.0389,292.66,21.96,358.02,323.09
-0.9311,0.2409,-0.2675,0.0595,296.43,29.36,358.78,324.28
-0.9354,0.2618,-0.2122,0.1074,306.1,29.88,5.78,322.81
-0.948,0.2289,-0.1612,0.1518,315.95,24.54,13.34,326.2
-0.9504,0.1705,-0.1496,0.2126,318.18,16.19,22.22,324.26
-0.8921,-0.0095,-0.2652,0.3657,304.43,346.21,48.01,323.56
-0.872,-0.0604,-0.275,0.4004,308.91,338.84,54.17,324.9
-0.8989,0.0006,-0.1931,0.3932,319.31,350.75,48.91,324.55
-0.9136,0.0824,-0.1222,0.3789,326.8,3.46,44.55,323.24
-0.9208,0.2139,0.0696,0.3188,359.07,25.99,38.08,324.26
-0.7791,0.4218,0.4508,0.1093,75.2,72.53,44.02,324.31
-0.6061,0.5627,0.5481,0.125,63.17,105.95,64.42,321.4
-0.5317,0.5961,0.5432,0.2586,31.25,108.2,73.34,322.8
-0.3832,0.6467,0.6288,0.1989,25.97,130.07,82.33,323.86
-0.2351,0.6786,0.6819,0.1388,15.2,149.14,88.18,322.75
-0.2434,0.6521,0.69,0.1984,8.85,143.63,91.78,322.61
-0.2543,0.6057,0.74,0.144,23.3,147.84,98.03,323.17
-0.2881,0.5715,0.7628,0.092,39.08,150.11,101.06,326.31
-0.351,0.4772,0.8042,-0.0482,75.27,161.03,112.11,322.35
-0.3993,0.4197,0.7901,-0.2001,106.08,178.19,123.15,321.92
-0.3339,0.3971,0.7844,-0.3398,105.07,206.13,139.36,319.9
-0.2611,0.4681,0.7438,-0.3993,99.33,212.69,131.08,320.28
-0.156,0.5099,0.7796,-0.3285,70.64,205.64,121.92,318.49
-0.1006,0.5086,0.8093,-0.2761,52.67,202.61,121.06,318.94
-0.0407,0.5091,0.8312,-0.2195,33.86,199.76,119.99,319.03
0.0588,0.4779,0.8626,-0.1549,5.35,198.9,122.47,317.1
0.2087,0.4128,0.8738,-0.1501,332.14,206.6,126.12,319.71
0.2548,0.4059,0.8614,-0.1684,324.82,211.42,124.55,319.71
0.3692,0.4187,0.8103,-0.1783,306.63,222.02,114.94,319.9
0.4171,0.3914,0.7658,-0.2939,311.75,238.32,112.26,322.04
0.4398,0.4287,0.7174,-0.3287,319.12,244.93,105.19,319.27
0.4683,0.4398,0.7165,-0.2718,308.81,242.7,101.15,318.16
0.4867,0.4826,0.673,-0.2781,314.51,246.24,93.76,321.61
0.4573,0.5351,0.6627,-0.2558,321.18,241.43,90.55,321.22
0.4264,0.5665,0.6648,-0.2351,325.02,236.54,89.67,322.34
0.3884,0.5914,0.704,-0.0613,303.36,218.31,89.91,322.87
0.3851,0.5441,0.7305,0.1485,267.19,197.03,99.3,331.66
0.4092,0.5481,0.6994,0.2072,253.82,195.33,96.14,328.89
0.5723,0.5909,0.5632,0.0783,265.02,240.5,58.47,324.56
0.6791,0.5894,0.433,0.0631,277.02,264.66,34.54,319.96
0.5267,0.6342,0.5131,0.239,244.95,231.95,48.0,317.71
0.3936,0.6631,0.5431,0.3323,239.49,198.95,67.57,318.14
0.3451,0.6085,0.5839,0.4119,230.54,171.78,92.86,318.72
0.3301,0.4921,0.6065,0.5301,225.51,124.66,140.33,318.63
0.3092,0.4328,0.6561,0.5353,239.29,118.45,151.38,320.96
0.3022,0.433,0.6491,0.5476,239.88,115.84,152.41,321.91
0.2972,0.4413,0.6917,0.4883,245.26,129.97,143.57,320.23
0.2021,0.4241,0.7494,0.4665,271.37,132.46,141.33,320.83
0.2498,0.3951,0.761,0.4499,265.27,133.99,146.22,320.07
0.2725,0.3633,0.772,0.4447,263.87,133.03,151.53,317.18
0.3103,0.4101,0.7628,0.3921,254.71,145.5,140.94,321.2
0.2793,0.3885,0.814,0.3292,269.45,153.04,140.39,321.2
0.2839,0.3812,0.8466,0.2396,276.9,165.36,137.1,322.85
0.2846,0.3743,0.864,0.18,282.41,172.77,135.71,318.2
0.3645,0.4078,0.8369,0.0205,282.37,199.72,121.04,318.53
0.4071,0.4008,0.82,-0.0364,280.65,210.1,116.82,315.78
0.4529,0.3716,0.81,0.0255,262.35,206.65,118.43,317.03
0.5402,0.381,0.7503,-0.0097,253.11,225.68,102.22,318.16
0.5514,0.3488,0.7576,0.0189,243.87,222.31,106.32,317.93
0.6012,0.3545,0.7159,0.0203,237.87,235.16,93.06,315.99
0.6762,0.2807,0.681,-0.0128,227.92,257.9,79.76,315.5
0.7128,0.2127,0.6682,-0.013,217.45,272.96,70.58,316.3
0.7453,0.1959,0.6347,-0.0568,225.0,287.89,60.6,315.5
0.7629,0.1308,0.6272,-0.0866,221.75,300.15,56.21,316.88
0.784,0.0906,0.6116,-0.0556,216.79,318.27,38.86,317.09
0.8277,0.0916,0.5507,-0.0573,231.4,330.32,26.83,319.01
0.8294,0.0507,0.549,-0.0903,231.29,334.96,28.34,320.66
0.7848,0.0035,0.6142,-0.0831,211.1,336.32,30.19,319.25
0.7513,-0.035,0.6471,-0.1245,202.3,325.87,47.15,319.87
0.7109,-0.0997,0.6659,-0.2031,198.29,305.96,78.84,321.23
0.7025,-0.1314,0.639,-0.2845,206.91,309.73,84.72,320.28
0.695,-0.1213,0.6006,-0.3762,224.33,311.32,90.68,321.2
0.6941,-0.1015,0.434,-0.5654,268.36,329.87,91.31,321.1
0.5975,-0.0603,0.2936,-0.7437,307.72,336.03,108.09,319.76
0.3474,-0.0205,0.1358,-0.9276,344.78,346.13,139.87,319.73
0.2167,0.0199,0.0462,-0.9749,2.16,354.33,154.88,321.16
0.0416,0.0356,0.0688,-0.9961,7.47,351.94,174.95,322.48
-0.1531,0.0266,0.0975,-0.983,9.42,349.38,197.27,322.84
-0.1745,-0.0741,0.0157,-0.9817,343.9,356.72,200.39,324.17
-0.1634,-0.1511,-0.0508,-0.9736,323.79,2.99,198.58,323.54
-0.1828,-0.12,0.0062,-0.9758,333.18,356.7,201.6,323.54
-0.2096,-0.0691,0.1201,-0.9679,350.44,344.79,205.07,323.58
-0.2931,-0.0292,0.1314,-0.9466,2.49,344.57,214.24,326.26
-0.3517,0.0085,0.0799,-0.9327,8.27,351.75,221.02,328.17
-0.3802,0.0425,0.0433,-0.9229,12.78,357.25,224.62,327.94
-0.4301,0.0529,-0.0102,-0.9012,9.93,3.67,231.18,329.83
-0.4826,0.034,-0.1092,-0.8683,354.68,12.87,237.83,328.31
-0.5069,-0.0636,-0.1553,-0.8455,329.28,11.86,240.28,332.63
-0.53,-0.1221,-0.154,-0.8249,317.22,7.7,243.99,330.45
-0.5021,-0.1578,-0.1716,-0.8328,308.42,8.13,240.31,330.81
-0.4103,-0.244,-0.12,-0.8704,296.88,0.59,230.31,328.49
-0.3681,-0.3394,0.0211,-0.8654,290.23,339.57,232.57,324.1
-0.4098,-0.3089,-0.0498,-0.8568,290.49,348.21,234.82,325.6
-0.4658,-0.2551,-0.1511,-0.8337,291.03,0.99,238.08,325.41
-0.5581,-0.2704,-0.1232,-0.7747,292.36,352.33,253.87,327.18
-0.6762,-0.3144,-0.0088,-0.6662,308.97,332.73,277.15,327.04
-0.7123,-0.3091,-0.0089,-0.6301,312.57,332.05,283.0,326.6
-0.7307,-0.2926,-0.0562,-0.6142,307.6,336.44,285.46,325.35
-0.8042,-0.3055,-0.116,-0.4965,301.33,334.44,303.41,327.04
-0.8375,-0.2697,-0.2219,-0.4203,286.49,340.66,313.18,327.52
-0.8674,-0.2608,-0.1931,-0.3773,295.74,338.77,319.16,327.28
-0.8797,-0.2543,-0.1754,-0.3616,300.99,338.39,321.06,328.98
-0.911,-0.2114,-0.1589,-0.3164,309.92,341.68,325.8,327.94
-0.9308,-0.092,-0.1375,-0.3258,323.17,355.06,322.22,329.33
-0.941,-0.0541,-0.1121,-0.3147,331.62,358.15,323.24,331.95
-0.9591,0.0101,-0.1504,-0.2397,327.03,5.48,331.14,330.95
-0.9722,0.0552,-0.1522,-0.169,327.8,9.52,338.93,335.1
-0.9672,0.086,-0.2156,-0.1031,312.93,13.29,345.05,333.36
-0.9611,0.0641,-0.2642,-0.0492,299.79,9.93,351.46,338.67
-0.9512,0.0874,-0.2959,-0.0034,291.56,11.75,355.96,339.07
-0.9591,0.1258,-0.2509,-0.0361,303.65,17.12,351.37,340.66
-0.9347,0.2635,-0.2039,-0.1238,323.15,34.92,339.08,339.87
-0.8924,0.3956,-0.1675,-0.1377,338.08,50.02,337.34,338.88
-0.7329,0.6228,-0.2406,-0.1304,338.05,83.66,330.0,337.11
-0.4491,0.834,-0.3037,-0.1028,348.38,125.35,322.99,334.43
-0.276,0.8975,-0.2866,-0.1899,21.05,142.07,320.95,338.79
-0.1307,0.9253,-0.2399,-0.263,50.17,156.02,325.52,340.06
0.0832,0.9113,-0.2419,-0.3227,77.86,179.68,330.16,340.65
0.2076,0.8857,-0.2283,-0.347,90.37,197.27,338.32,341.51
0.3173,0.8502,-0.1899,-0.3747,98.51,217.48,352.49,341.95
0.3227,0.8542,-0.2041,-0.3528,94.53,216.89,349.73,343.73
0.2147,0.9093,-0.2397,-0.2637,71.27,198.96,336.61,343.54
0.1083,0.936,-0.2753,-0.1908,49.27,186.17,328.57,343.98
0.072,0.9507,-0.2819,-0.1071,28.27,184.52,327.53,342.74
-0.1079,0.9637,-0.2423,0.03,347.36,168.78,332.4,342.87
-0.1757,0.9577,-0.2201,0.0594,337.98,161.57,335.9,341.83
-0.1944,0.9603,-0.1993,0.0174,347.26,158.37,337.77,343.87
-0.3362,0.9286,-0.1162,0.1053,328.22,141.4,351.33,340.14
-0.5789,0.7988,0.1193,0.1117,355.39,107.76,18.68,341.25
-0.7329,0.6233,0.2693,0.0425,39.98,85.24,25.06,341.87
-0.8939,0.3166,0.3169,0.0185,67.41,43.98,16.32,342.65
-0.9392,0.0696,0.3342,0.0371,77.02,11.46,8.55,338.53
-0.9457,-0.0912,0.3034,0.0723,71.9,350.85,5.77,337.87
-0.8819,-0.2379,0.3102,0.2636,84.51,339.76,25.39,337.34
-0.7862,-0.3155,0.2829,0.4498,93.56,339.34,50.54,337.43
-0.7917,-0.3427,0.3089,0.4005,99.55,332.79,40.85,340.41
-0.7947,-0.3511,0.3392,0.3607,104.83,329.1,33.34,339.29
-0.7313,-0.313,0.4298,0.4271,127.29,348.23,53.25,339.15
-0.6926,-0.2942,0.4623,0.4691,132.81,3.77,70.7,339.34
-0.6578,-0.3071,0.5146,0.4562,146.38,13.09,79.23,338.58
-0.5938,-0.3007,0.5564,0.4975,147.42,44.48,114.01,339.75
-0.5812,-0.2777,0.5304,0.5511,134.63,42.76,116.17,337.56
-0.5377,-0.2825,0.5562,0.5673,133.43,55.87,131.56,338.23
-0.5137,-0.3141,0.5633,0.5658,138.19,61.89,140.4,339.29
-0.5142,-0.4171,0.5362,0.5235,162.38,59.86,143.54,338.57
-0.5292,-0.43,0.5717,0.4563,171.91,109.41,187.09,337.32
-0.5209,-0.2945,0.6218,0.5053,141.96,80.58,150.55,339.21
-0.4821,-0.1838,0.6402,0.5692,111.48,78.45,146.17,338.4
-0.5079,-0.1816,0.6135,0.5768,112.74,70.9,139.04,337.73
-0.5777,-0.2249,0.5586,0.5511,126.57,52.32,120.98,339.14
-0.5918,-0.2261,0.5166,0.576,121.36,41.98,113.76,340.02
-0.599,-0.2329,0.4396,0.6275,109.94,28.37,107.65,338.14
-0.6278,-0.2672,0.3373,0.6486,100.74,9.2,96.2,339.13
-0.625,-0.2384,0.3618,0.6493,99.26,15.39,99.34,338.14
-0.6039,-0.3398,0.4168,0.5883,129.18,10.73,95.29,339.13
-0.6416,-0.4213,0.373,0.5213,133.24,337.54,63.33,338.09
-0.6995,-0.3512,0.2845,0.5536,103.78,343.39,68.6,338.7
-0.6008,-0.2711,0.4517,0.6013,120.62,26.04,105.35,339.29
-0.5428,-0.1012,0.4966,0.6697,84.84,48.79,121.92,337.72
-0.5398,0.1374,0.4555,0.6945,35.03,54.98,113.45,338.31
-0.5143,0.2355,0.3961,0.7233,7.65,54.8,111.16,336.8
-0.4387,0.3472,0.454,0.6934,350.46,69.65,112.04,338.26
-0.4772,0.1834,0.5149,0.6882,27.65,65.51,119.45,339.09
-0.5323,0.041,0.5278,0.6606,61.03,59.33,119.94,338.67
-0.6165,-0.0719,0.4203,0.6619,75.67,36.31,106.89,340.04
-0.7047,-0.1212,0.3154,0.6239,73.13,16.1,88.4,338.58
-0.745,-0.0388,0.356,0.5628,70.08,24.76,82.06,338.29
-0.7199,0.1269,0.4801,0.4849,69.25,51.98,85.21,338.46
-0.7393,0.2463,0.501,0.3765,67.47,63.06,75.05,339.46
-0.7821,0.2244,0.456,0.3608,66.91,54.58,67.16,339.58
-0.8349,0.1719,0.3946,0.3431,65.5,41.54,57.41,339.09
-0.8621,0.1481,0.4354,0.2129,86.88,37.38,43.1,339.29
-0.8493,0.0931,0.5189,-0.029,124.93,16.09,5.89,336.5
-0.8109,0.1646,0.5428,-0.144,136.15,17.24,351.56,333.51
-0.6969,0.3545,0.3995,-0.4786,127.31,14.57,300.12,332.54
-0.508,0.3438,0.3226,-0.7209,110.86,348.22,244.14,330.19
-0.2871,0.3589,0.2432,-0.8542,97.67,341.45,208.67,327.33
-0.0295,0.3815,0.0619,-0.9218,89.99,352.56,180.58,325.62
0.1509,0.267,-0.0661,-0.9495,63.61,3.04,162.81,322.71
0.3595,0.1289,-0.0597,-0.9223,32.6,1.03,137.55,321.82
0.4597,-0.0354,-0.0298,-0.8869,355.95,4.9,125.12,318.87
0.403,-0.2527,0.0416,-0.8786,302.94,8.55,128.55,318.68
0.2901,-0.404,0.2498,-0.8308,250.6,341.78,150.99,318.09
0.243,-0.3688,0.3727,-0.8161,256.92,316.37,168.72,319.21
0.4038,-0.2371,0.1808,-0.8649,292.43,351.61,132.5,320.19
0.5538,-0.0869,0.0665,-0.8254,334.92,359.21,112.37,319.17
0.7444,-0.2005,0.2485,-0.5864,285.53,0.5,76.28,317.16
0.7807,-0.2803,0.413,-0.376,242.35,14.21,43.4,314.4
0.7652,-0.3048,0.5052,-0.2574,223.08,34.19,13.55,315.95
0.6752,-0.3012,0.6662,-0.0974,213.19,104.01,289.09,317.89
0.6434,-0.1201,0.7501,-0.0943,197.82,175.17,202.33,320.04
0.6266,0.0351,0.7617,-0.1608,218.75,240.59,129.77,321.86
0.5675,0.1074,0.8119,-0.0849,230.8,217.26,140.86,322.21
0.5079,0.1687,0.8444,0.0228,240.11,195.38,148.5,321.78
0.4433,0.1676,0.8786,0.0585,254.01,184.36,156.23,323.88
0.4018,0.0999,0.906,0.0883,263.57,173.12,170.49,320.03
0.4219,0.0225,0.8674,0.2629,263.9,139.17,195.86,318.05
0.3436,0.009,0.8031,0.4867,291.8,110.51,202.74,317.63
0.1889,0.0904,0.6411,0.7383,315.86,79.95,190.14,319.56
0.1938,0.0634,0.6101,0.7656,321.03,74.78,193.46,320.3
0.2856,0.0904,0.7817,0.547,293.9,106.52,191.79,323.13
0.2695,0.1109,0.8703,0.397,292.29,130.51,181.45,320.48
0.2199,0.1458,0.8978,0.3526,300.31,139.01,172.93,320.8
0.1775,0.1615,0.9116,0.3337,308.88,142.35,168.76,318.63
0.1745,0.1641,0.9174,0.3179,309.75,144.48,167.88,321.04
0.0967,0.1435,0.9595,0.2225,331.11,155.66,166.12,322.65
0.0665,0.05,0.9789,0.1866,342.88,158.73,175.76,318.61
0.0475,-0.0794,0.9832,0.1572,352.16,161.49,189.88,318.81
-0.0136,-0.0611,0.9977,0.0275,3.5,176.95,186.96,319.05
0.084,0.0887,0.9902,0.0674,339.46,173.08,170.39,317.71
0.1391,0.4328,0.8809,0.1315,317.92,173.15,128.93,317.88
0.234,0.6598,0.66,0.2726,276.08,176.06,91.53,314.01
0.1618,0.8143,0.5405,0.1359,313.31,187.29,65.64,313.5
0.209,0.7857,0.5776,0.0729,318.29,195.15,69.84,311.24
0.4229,0.7204,0.4566,0.306,248.39,215.94,45.24,308.09
0.4937,0.6022,0.2766,0.5631,215.91,293.25,313.68,313.55
0.3828,0.5901,0.0968,0.7042,230.3,312.09,268.57,319.91
0.3519,0.5215,-0.0579,0.7751,259.7,314.53,251.03,322.37
0.2377,0.6019,-0.0252,0.762,230.28,310.19,247.52,318.66
0.1216,0.6206,-0.041,0.7735,216.33,316.53,230.08,324.38
0.0064,0.6305,-0.0693,0.7731,206.22,329.5,205.37,327.44
-0.1318,0.6828,-0.0588,0.7162,193.03,57.64,106.84,321.34
-0.2008,0.6926,-0.009,0.6927,211.18,81.37,81.41,322.97
-0.2522,0.6734,-0.0681,0.6915,210.06,71.18,82.41,321.02
-0.3402,0.6363,-0.158,0.6741,210.25,57.46,80.91,324.23
-0.343,0.5406,-0.2848,0.7134,209.63,352.01,134.8,320.58
-0.2268,0.3962,-0.5761,0.6779,254.01,272.11,194.33,317.34
-0.1772,0.1942,-0.8425,0.4702,302.48,235.62,190.56,327.69
-0.1242,-0.0181,-0.968,0.2175,333.1,205.95,174.75,333.61
-0.0621,-0.2392,-0.968,-0.0444,343.74,176.75,152.46,335.71
0.0489,-0.4576,-0.8192,-0.3421,333.06,141.51,126.35,343.05
0.0855,-0.5326,-0.7496,-0.3836,327.43,136.06,115.82,353.84
0.142,-0.6136,-0.656,-0.416,322.17,130.44,102.63,352.35
0.2498,-0.6975,-0.5398,-0.3995,326.57,125.49,84.13,352.71
0.2831,-0.7067,-0.6399,-0.1052,24.67,146.82,80.63,352.94
0.2207,-0.6957,-0.6829,-0.0304,30.04,158.84,86.12,337.62
0.2038,-0.7946,-0.5712,0.0276,32.13,162.28,68.91,336.54
0.1994,-0.7795,-0.5685,0.1719,59.29,172.36,70.18,341.05
0.2257,-0.7012,-0.6364,0.2291,74.96,178.2,83.84,337.2
0.18,-0.6674,-0.6924,0.2069,63.39,183.11,92.99,337.69
-0.0008,-0.7424,-0.6663,0.0699,11.8,185.44,84.1,344.13
-0.087,-0.829,-0.5329,-0.1459,320.91,179.31,65.59,350.03
-0.0837,-0.8985,-0.1669,-0.3973,264.23,181.52,20.37,358.78
-0.082,-0.7523,0.3278,-0.5655,254.29,234.93,283.94,11.62
-0.0515,-0.4842,0.67,-0.5603,303.47,245.39,233.34,19.03
-0.0575,-0.244,0.8149,-0.5226,341.43,243.06,207.64,20.6
-0.0252,-0.0728,0.8667,-0.4929,356.78,239.13,188.69,27.55
-0.0049,0.0147,0.8782,-0.4781,2.6,237.12,178.8,25.57
0.098,0.0447,0.8521,-0.5121,346.07,242.63,169.75,26.85
0.2478,0.0626,0.7483,-0.6122,325.8,262.33,155.45,28.35
0.4034,0.0616,0.5988,-0.6891,313.05,287.46,136.64,25.96
0.5008,-0.023,0.3721,-0.7811,311.76,322.28,123.02,23.2
0.4944,-0.0951,0.159,-0.8493,322.83,349.29,121.34,26.92
0.3775,-0.2172,-0.0836,-0.8963,321.92,19.39,131.04,20.91
0.1469,-0.3545,-0.3384,-0.8592,298.7,52.84,145.09,19.78
-0.0058,-0.4443,-0.5415,-0.7137,280.36,88.6,142.0,22.01
-0.0407,-0.4974,-0.6121,-0.6134,277.39,108.96,131.91,5.78
-0.0797,-0.5317,-0.6343,-0.5555,272.45,120.83,125.76,357.03
-0.0638,-0.5855,-0.6452,-0.4867,278.57,133.12,113.84,0.0
0.0196,-0.7273,-0.6062,-0.3212,307.35,152.2,86.24,0.0
0.0977,-0.8754,-0.4552,0.1298,36.86,176.8,54.42,351.87
0.2664,-0.782,-0.4576,0.3288,98.58,169.77,55.96,358.06
0.4907,-0.6392,-0.3884,0.447,144.57,112.99,10.96,351.16
0.6772,-0.4209,-0.2334,0.5565,103.38,30.03,295.98,334.36
0.59,-0.2862,-0.0362,0.7541,56.64,18.76,260.86,329.2
0.4541,-0.0972,-0.2115,0.86,42.11,342.82,232.46,317.12
0.3631,-0.0916,-0.2725,0.8863,42.23,333.48,219.52,325.22
0.1481,0.1133,-0.199,0.9621,341.7,335.05,199.53,314.03
0.1081,0.3726,0.051,0.9203,271.66,1.06,192.97,334.13
0.0728,0.572,0.1909,0.7944,221.02,38.9,162.94,319.24
0.023,0.5944,0.1991,0.7788,221.54,52.88,145.49,302.2
0.0106,0.6127,0.3032,0.7298,231.51,81.34,124.97,288.92
0.0451,0.6246,0.3787,0.6815,235.38,98.3,117.66,292.62
0.131,0.6222,0.4695,0.6126,235.42,117.55,114.31,284.35
0.2041,0.5914,0.5679,0.5349,240.35,133.25,115.61,290.1
0.1992,0.5486,0.6148,0.5305,248.42,129.53,124.53,284.3
0.1695,0.4721,0.6271,0.5959,258.34,111.58,141.86,285.07
0.1365,0.3861,0.6621,0.6277,276.56,103.54,152.92,276.24
0.0864,0.3138,0.6956,0.6405,297.04,101.13,157.53,289.38
0.0351,0.2446,0.7096,0.6599,316.25,97.85,161.08,289.54
-0.0031,0.1804,0.7164,0.6739,332.38,95.42,164.3,290.75
-0.0528,0.1185,0.7043,0.698,349.54,91.16,166.02,291.21
-0.096,0.0797,0.6808,0.7218,1.79,86.54,165.69,296.57
-0.1317,0.0425,0.6563,0.7417,12.61,82.19,165.36,298.24
-0.1656,0.0001,0.6135,0.7721,23.44,75.38,164.85,302.41
-0.1612,-0.0074,0.5622,0.8111,22.29,67.99,165.04,303.47
-0.1539,-0.0071,0.5247,0.8373,19.97,62.85,165.28,298.55
-0.1492,-0.012,0.4673,0.8713,18.45,55.23,165.4,302.01
-0.1453,0.0204,0.3812,0.9128,8.44,44.73,163.64,298.54
-0.1406,0.1057,0.2976,0.9384,346.82,36.31,160.8,299.64
-0.1539,0.192,0.1985,0.9487,324.7,27.21,157.27,303.18
-0.1669,0.282,0.0448,0.9437,297.69,12.05,156.57,299.64
-0.1966,0.417,-0.1042,0.8813,258.22,358.21,155.7,298.07
-0.2477,0.5228,-0.2582,0.7737,220.91,336.3,161.07,311.53
-0.1867,0.5663,-0.4707,0.6503,228.35,258.1,225.14,306.57
-0.1125,0.5931,-0.5837,0.5431,258.3,232.44,244.56,320.19
-0.1213,0.6235,-0.5577,0.5343,253.43,228.07,251.15,313.36
-0.111,0.6099,-0.6045,0.5003,263.78,224.68,249.72,329.42
-0.0517,0.5745,-0.6748,0.4603,286.44,224.54,245.31,322.13
-0.0136,0.5898,-0.659,0.4665,290.75,226.7,248.32,348.23
0.014,0.6233,-0.6336,0.4581,292.8,225.88,254.5,8.53
0.0888,0.5989,-0.6747,0.4221,314.62,227.12,253.19,325.18
0.1754,0.6141,-0.6592,0.3969,330.31,229.84,259.01,325.71
0.2757,0.6575,-0.5967,0.3683,342.13,234.28,270.97,352.41
0.3858,0.6748,-0.5327,0.3345,355.37,241.39,282.04,340.97
0.4512,0.7081,-0.45,0.3041,357.18,245.93,294.22,334.98
0.4998,0.78,-0.3196,0.1989,1.06,245.09,315.78,316.22
0.5775,0.7791,-0.2329,0.0729,17.88,250.95,333.09,310.91
0.5327,0.8324,-0.1075,-0.1085,34.33,244.66,356.19,318.01
0.5227,0.8134,-0.0064,-0.2552,49.9,249.1,16.42,300.8
0.463,0.8012,0.1261,-0.3575,54.28,249.22,36.8,298.74
0.3125,0.6795,0.2787,-0.6025,80.27,264.09,81.07,308.25
0.1023,0.4728,0.3881,-0.7845,82.96,289.63,135.25,295.38
-0.1445,0.1773,0.4081,-0.8838,51.09,312.03,187.05,290.88
-0.4971,-0.4089,0.18,-0.7438,309.15,311.7,259.07,296.57
-0.6635,-0.6648,0.0673,-0.3367,318.0,276.59,324.94,293.85
-0.7861,-0.5756,-0.0056,-0.2254,328.88,290.5,338.83,291.3
-0.8044,-0.5846,-0.0409,-0.0974,339.3,288.56,353.64,294.36
-0.7773,-0.6176,-0.0413,0.1123,8.55,283.55,13.07,297.42
-0.7468,-0.6083,-0.0645,0.2607,25.52,284.94,28.68,299.82
-0.7676,-0.5278,-0.2731,0.24,340.89,287.33,41.75,297.3
-0.7288,-0.456,-0.4808,0.1725,294.16,278.34,55.28,297.8
-0.7027,-0.2855,-0.6074,0.2363,268.12,278.2,77.5,298.02
-0.5351,-0.211,-0.7338,0.3615,281.49,257.62,115.91,300.83
-0.2572,-0.0148,-0.8832,0.392,307.46,231.32,165.28,304.34
